,Id,sales0,sales1,sales2,sales3,sales4,country,State,CouSub,countyname,storecode,Areaname,countytownname,population,state_alpha,store_Type,prediction,prediction_probablitiy
30,502199999,584,429,432,758,800,21.0,5,99999,Clay County,NCNTY05021N05021,"Clay County, AR",Clay County,16083.0,AR,Supermarket Type1,0,0.09757812010534345
31,503599999,832,614,702,1137,1267,35.0,5,99999,Crittenden County,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",Crittenden County,50902.0,AR,Supermarket Type1,1,0.5980591814397742
32,505399999,584,421,493,861,1034,53.0,5,99999,Grant County,METRO30780N05053,"Grant County, AR HUD Metro FMR Area",Grant County,17853.0,AR,Supermarket Type1,0,0.17520808413237518
33,505599999,627,393,466,870,1111,55.0,5,99999,Greene County,NCNTY05055N05055,"Greene County, AR",Greene County,42090.0,AR,Supermarket Type1,0,0.252750315319356
34,505999999,605,472,510,806,935,59.0,5,99999,Hot Spring County,NCNTY05059N05059,"Hot Spring County, AR",Hot Spring County,32923.0,AR,Supermarket Type1,0,0.3828158165965439
35,506199999,584,390,432,767,945,61.0,5,99999,Howard County,NCNTY05061N05061,"Howard County, AR",Howard County,13789.0,AR,Supermarket Type1,0,0.09059325129936142
36,506399999,590,433,436,747,947,63.0,5,99999,Independence County,NCNTY05063N05063,"Independence County, AR",Independence County,36647.0,AR,Supermarket Type1,0,0.18694704137451826
37,506999999,641,409,482,803,982,69.0,5,99999,Jefferson County,METRO38220M38220,"Pine Bluff, AR MSA",Jefferson County,77435.0,AR,Supermarket Type1,1,0.703314465591168
38,507399999,584,429,432,861,884,73.0,5,99999,Lafayette County,NCNTY05073N05073,"Lafayette County, AR",Lafayette County,7645.0,AR,Supermarket Type1,0,0.09036578416162147
39,508799999,719,490,559,1059,1249,87.0,5,99999,Madison County,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",Madison County,15717.0,AR,Supermarket Type1,0,0.3994158970867203
40,508999999,584,429,432,727,855,89.0,5,99999,Marion County,NCNTY05089N05089,"Marion County, AR",Marion County,16653.0,AR,Supermarket Type2,0,0.10662469339789199
41,509399999,605,378,447,804,892,93.0,5,99999,Mississippi County,NCNTY05093N05093,"Mississippi County, AR",Mississippi County,46480.0,AR,Supermarket Type1,0,0.377591942268258
42,509799999,584,429,432,727,884,97.0,5,99999,Montgomery County,NCNTY05097N05097,"Montgomery County, AR",Montgomery County,9487.0,AR,Supermarket Type1,0,0.0738340342350359
43,512199999,584,429,432,745,884,121.0,5,99999,Randolph County,NCNTY05121N05121,"Randolph County, AR",Randolph County,17969.0,AR,Supermarket Type1,0,0.06856070669096982
44,512999999,584,429,432,727,780,129.0,5,99999,Searcy County,NCNTY05129N05129,"Searcy County, AR",Searcy County,8195.0,AR,Grocery Store,0,0.06372192827254294
45,514199999,584,455,493,741,884,141.0,5,99999,Van Buren County,NCNTY05141N05141,"Van Buren County, AR",Van Buren County,17295.0,AR,Supermarket Type1,0,0.10104167822889197
46,514799999,584,429,432,861,884,147.0,5,99999,Woodruff County,NCNTY05147N05147,"Woodruff County, AR",Woodruff County,7260.0,AR,Supermarket Type3,0,0.11549967728947752
47,600199999,1585,1039,1260,2213,2716,1.0,6,99999,Alameda County,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",Alameda County,1510271.0,CA,Grocery Store,1,0.8127517904404211
48,600599999,986,587,729,1308,1592,5.0,6,99999,Amador County,NCNTY06005N06005,"Amador County, CA",Amador County,38091.0,CA,Supermarket Type1,0,0.38931676980308694
49,604399999,840,611,621,1046,1356,43.0,6,99999,Mariposa County,NCNTY06043N06043,"Mariposa County, CA",Mariposa County,18251.0,CA,Supermarket Type1,0,0.3780907079470986
50,605199999,1141,842,962,1421,1842,51.0,6,99999,Mono County,NCNTY06051N06051,"Mono County, CA",Mono County,14202.0,CA,Supermarket Type1,1,0.5444193522949895
51,605999999,1608,1117,1283,2250,2505,59.0,6,99999,Orange County,METRO31100MM5945,"Orange County, CA HUD Metro FMR Area",Orange County,3010232.0,CA,Grocery Store,1,0.7849684238958322
52,608799999,1756,1073,1298,2263,2525,87.0,6,99999,Santa Cruz County,METRO42100M42100,"Santa Cruz-Watsonville, CA MSA",Santa Cruz County,262382.0,CA,Supermarket Type3,1,0.8120639687381689
53,609399999,794,522,622,1158,1303,93.0,6,99999,Siskiyou County,NCNTY06093N06093,"Siskiyou County, CA",Siskiyou County,44900.0,CA,Supermarket Type1,0,0.3725645105926066
54,610799999,771,577,592,1136,1321,107.0,6,99999,Tulare County,METRO47300M47300,"Visalia-Porterville, CA MSA",Tulare County,442179.0,CA,Supermarket Type3,1,0.6827022975046969
55,801499999,1156,723,893,1696,1967,14.0,8,99999,Broomfield County,METRO19740M19740,"Denver-Aurora-Broomfield, CO MSA",Broomfield County,55889.0,CO,Supermarket Type2,1,0.7664494207957573
56,801799999,643,472,475,881,987,17.0,8,99999,Cheyenne County,NCNTY08017N08017,"Cheyenne County, CO",Cheyenne County,1836.0,CO,Supermarket Type1,0,0.2585408391955455
57,801999999,1156,723,893,1696,1967,19.0,8,99999,Clear Creek County,METRO19740M19740,"Denver-Aurora-Broomfield, CO MSA",Clear Creek County,9088.0,CO,Supermarket Type1,1,0.6421882690792792
58,802199999,643,519,542,801,859,21.0,8,99999,Conejos County,NCNTY08021N08021,"Conejos County, CO",Conejos County,8256.0,CO,Grocery Store,0,0.10779994450853596
59,803199999,1156,723,893,1696,1967,31.0,8,99999,Denver County,METRO19740M19740,"Denver-Aurora-Broomfield, CO MSA",Denver County,600158.0,CO,Supermarket Type1,1,0.8325597075681467
60,805199999,883,576,653,1100,1478,51.0,8,99999,Gunnison County,NCNTY08051N08051,"Gunnison County, CO",Gunnison County,15324.0,CO,Supermarket Type1,0,0.3366774932157926
61,805599999,652,479,482,812,871,55.0,8,99999,Huerfano County,NCNTY08055N08055,"Huerfano County, CO",Huerfano County,6711.0,CO,Supermarket Type1,0,0.21370376050370007
62,806199999,672,514,518,837,966,61.0,8,99999,Kiowa County,NCNTY08061N08061,"Kiowa County, CO",Kiowa County,1398.0,CO,Supermarket Type3,0,0.20570370808710653
63,806399999,643,472,475,801,1134,63.0,8,99999,Kit Carson County,NCNTY08063N08063,"Kit Carson County, CO",Kit Carson County,8270.0,CO,Supermarket Type1,0,0.31586213453621154
64,806999999,893,600,742,1316,1582,69.0,8,99999,Larimer County,METRO22660M22660,"Fort Collins-Loveland, CO MSA",Larimer County,299630.0,CO,Supermarket Type3,1,0.6523505802161372
65,807399999,643,500,504,801,987,73.0,8,99999,Lincoln County,NCNTY08073N08073,"Lincoln County, CO",Lincoln County,5467.0,CO,Supermarket Type1,0,0.19736969271959853
66,807799999,779,491,585,1148,1319,77.0,8,99999,Mesa County,METRO24300M24300,"Grand Junction, CO MSA",Mesa County,146723.0,CO,Supermarket Type1,1,0.6625116129742283
67,808399999,643,519,542,948,1139,83.0,8,99999,Montezuma County,NCNTY08083N08083,"Montezuma County, CO",Montezuma County,25535.0,CO,Grocery Store,0,0.239725617210447
68,808599999,776,496,574,1096,1374,85.0,8,99999,Montrose County,NCNTY08085N08085,"Montrose County, CO",Montrose County,41276.0,CO,Supermarket Type2,0,0.3285158280488003
69,808799999,643,490,493,832,913,87.0,8,99999,Morgan County,NCNTY08087N08087,"Morgan County, CO",Morgan County,28159.0,CO,Supermarket Type1,0,0.15344459455233456
70,810399999,694,509,513,1023,1074,103.0,8,99999,Rio Blanco County,NCNTY08103N08103,"Rio Blanco County, CO",Rio Blanco County,6666.0,CO,Supermarket Type1,0,0.23166109526472842
71,812399999,786,523,611,1153,1392,123.0,8,99999,Weld County,METRO24540M24540,"Greeley, CO MSA",Weld County,252825.0,CO,Supermarket Type1,1,0.6792301236517178
72,812599999,643,472,475,849,1001,125.0,8,99999,Yuma County,NCNTY08125N08125,"Yuma County, CO",Yuma County,10043.0,CO,Supermarket Type2,0,0.2556704309382384
73,900118850,1943,1291,1564,2420,3010,1.0,9,18850,Fairfield County,METRO14860MM8040,"Stamford-Norwalk, CT HUD Metro FMR Area",Darien town,20732.0,CT,Supermarket Type1,1,0.8266836577653024
74,900126620,1283,803,1008,1679,1818,1.0,9,26620,Fairfield County,METRO14860MM1160,"Bridgeport, CT HUD Metro FMR Area",Fairfield town,59404.0,CT,Supermarket Type1,1,0.8470916578479932
75,900148620,1283,803,1008,1679,1818,1.0,9,48620,Fairfield County,METRO14860MM1160,"Bridgeport, CT HUD Metro FMR Area",Monroe town,19479.0,CT,Supermarket Type1,1,0.8789096972330918
76,900150860,1583,1027,1170,1973,2497,1.0,9,50860,Fairfield County,METRO14860MM1930,"Danbury, CT HUD Metro FMR Area",New Fairfield town,13881.0,CT,Supermarket Type1,1,0.6459569102797041
77,900177200,1283,803,1008,1679,1818,1.0,9,77200,Fairfield County,METRO14860MM1160,"Bridgeport, CT HUD Metro FMR Area",Trumbull town,36018.0,CT,Supermarket Type1,1,0.8996845963326605
78,900183430,1943,1291,1564,2420,3010,1.0,9,83430,Fairfield County,METRO14860MM8040,"Stamford-Norwalk, CT HUD Metro FMR Area",Weston town,10179.0,CT,Supermarket Type3,1,0.6428794585982565
79,900186370,1943,1291,1564,2420,3010,1.0,9,86370,Fairfield County,METRO14860MM8040,"Stamford-Norwalk, CT HUD Metro FMR Area",Wilton town,18062.0,CT,Supermarket Type1,1,0.8010588223147498
80,900322070,1144,732,918,1425,1655,3.0,9,22070,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",East Granby town,5148.0,CT,Supermarket Type1,1,0.6278999760784666
81,900324800,1144,732,918,1425,1655,3.0,9,24800,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",East Windsor town,11162.0,CT,Supermarket Type1,1,0.6276969457754362
82,900345820,1144,732,918,1425,1655,3.0,9,45820,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Marlborough town,6404.0,CT,Supermarket Type1,1,0.6408928621913219
83,900360120,1144,732,918,1425,1655,3.0,9,60120,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Plainville town,17716.0,CT,Supermarket Type2,1,0.7245919054333297
84,900365370,1144,732,918,1425,1655,3.0,9,65370,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Rocky Hill town,19709.0,CT,Supermarket Type1,1,0.7610579418908432
85,900374540,1144,732,918,1425,1655,3.0,9,74540,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Suffield town,15735.0,CT,Supermarket Type1,1,0.6785954245043322
86,900387000,1144,732,918,1425,1655,3.0,9,87000,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Windsor town,29044.0,CT,Supermarket Type1,1,0.6907788357224142
87,900387070,1144,732,918,1425,1655,3.0,9,87070,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Windsor Locks town,12498.0,CT,Supermarket Type3,1,0.5930373631392227
88,900504930,1030,790,802,1305,1548,5.0,9,4930,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",Bethlehem town,3607.0,CT,Supermarket Type1,1,0.5127541487228785
89,900510940,1030,790,802,1305,1548,5.0,9,10940,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",Canaan town,1234.0,CT,Supermarket Type1,0,0.4994085601782961
90,900517240,1030,790,802,1305,1548,5.0,9,17240,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",Cornwall town,1420.0,CT,Supermarket Type1,0,0.4920355263493799
91,900566420,1030,790,802,1305,1548,5.0,9,66420,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",Salisbury town,3741.0,CT,Supermarket Type1,0,0.4963230190035977
92,900579720,1030,790,802,1305,1548,5.0,9,79720,Litchfield County,NCNTY09005N09005,"Litchfield County, CT",Washington town,3578.0,CT,Supermarket Type2,0,0.4922709491436332
93,900726270,1214,891,897,1689,1695,7.0,9,26270,Middlesex County,METRO25540MM5480,"Southern Middlesex County, CT HUD Metro FMR Area",Essex town,6683.0,CT,Grocery Store,1,0.5758686186274172
94,900735230,1144,732,918,1425,1655,7.0,9,35230,Middlesex County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Haddam town,8346.0,CT,Supermarket Type1,1,0.618622193668313
95,900747080,1144,732,918,1425,1655,7.0,9,47080,Middlesex County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Middlefield town,4425.0,CT,Supermarket Type1,1,0.6334734298057567
96,900901220,1249,958,1011,1581,1762,9.0,9,1220,New Haven County,METRO35300MM1160,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",Ansonia town,19249.0,CT,Supermarket Type1,1,0.7778868335799591
97,900904580,1316,874,1055,1639,1818,9.0,9,4580,New Haven County,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",Bethany town,5563.0,CT,Supermarket Type1,1,0.6335624504300366
98,900922910,1316,874,1055,1639,1818,9.0,9,22910,New Haven County,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",East Haven town,29257.0,CT,Supermarket Type1,1,0.824941811424605
99,900935650,1316,874,1055,1639,1818,9.0,9,35650,New Haven County,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",Hamden town,60960.0,CT,Supermarket Type3,1,0.8167357797270339
100,900958300,1249,958,1011,1581,1762,9.0,9,58300,New Haven County,METRO35300MM1160,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",Oxford town,12683.0,CT,Supermarket Type1,1,0.5892280894467301
101,901115910,1137,770,840,1416,1648,11.0,9,15910,New London County,METRO35980MM3280,"Colchester-Lebanon, CT HUD Metro FMR Area",Colchester town,16068.0,CT,Supermarket Type1,1,0.6608027546243076
102,901123400,1057,716,805,1353,1560,11.0,9,23400,New London County,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",East Lyme town,19159.0,CT,Grocery Store,1,0.7205700929968221
103,901129910,1057,716,805,1353,1560,11.0,9,29910,New London County,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",Franklin town,1922.0,CT,Supermarket Type1,1,0.6986607412561002
104,901133900,1057,716,805,1353,1560,11.0,9,33900,New London County,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",Griswold town,11951.0,CT,Supermarket Type1,1,0.6994120566074156
105,901144210,1057,716,805,1353,1560,11.0,9,44210,New London County,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",Lyme town,2406.0,CT,Supermarket Type1,1,0.7058456236080105
106,901156270,1057,716,805,1353,1560,11.0,9,56270,New London County,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",Norwich town,40493.0,CT,Supermarket Type1,1,0.7276794004453498
107,901173770,1057,716,805,1353,1560,11.0,9,73770,New London County,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",Stonington town,18545.0,CT,Grocery Store,1,0.713121085069765
108,901178600,1057,716,805,1353,1560,11.0,9,78600,New London County,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",Voluntown town,2603.0,CT,Supermarket Type1,1,0.6921453500683407
109,901301080,1144,732,918,1425,1655,13.0,9,1080,Tolland County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Andover town,3303.0,CT,Supermarket Type3,1,0.6721256838399949
110,901317800,1144,732,918,1425,1655,13.0,9,17800,Tolland County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Coventry town,12435.0,CT,Supermarket Type2,1,0.6355590032209926
111,901344910,1144,732,918,1425,1655,13.0,9,44910,Tolland County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Mansfield town,26543.0,CT,Supermarket Type1,1,0.7977853126214839
112,901378250,1144,732,918,1425,1655,13.0,9,78250,Tolland County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Vernon town,29179.0,CT,Supermarket Type1,1,0.7881149509440931
113,901501430,953,567,711,1187,1329,15.0,9,1430,Windham County,NCNTY09015N09015,"Windham County, CT",Ashford town,4317.0,CT,Supermarket Type1,0,0.4195329257367666
114,901536000,953,567,711,1187,1329,15.0,9,36000,Windham County,NCNTY09015N09015,"Windham County, CT",Hampton town,1863.0,CT,Supermarket Type1,0,0.4013756654617819
115,901559980,953,567,711,1187,1329,15.0,9,59980,Windham County,NCNTY09015N09015,"Windham County, CT",Plainfield town,15405.0,CT,Supermarket Type2,0,0.3766176553052605
116,1200999999,878,542,709,1216,1446,9.0,12,99999,Brevard County,METRO37340M37340,"Palm Bay-Melbourne-Titusville, FL MSA",Brevard County,543376.0,FL,Supermarket Type3,1,0.6742851418275572
117,1201799999,770,600,604,1020,1270,17.0,12,99999,Citrus County,NCNTY12017N12017,"Citrus County, FL",Citrus County,141236.0,FL,Grocery Store,1,0.7124076982614906
118,1202799999,658,532,555,898,901,27.0,12,99999,DeSoto County,NCNTY12027N12027,"DeSoto County, FL",DeSoto County,34862.0,FL,Grocery Store,0,0.20366961473853565
119,1203199999,931,628,775,1228,1502,31.0,12,99999,Duval County,METRO27260M27260,"Jacksonville, FL HUD Metro FMR Area",Duval County,864263.0,FL,Supermarket Type1,1,0.8794802270152596
120,1203999999,905,705,749,1160,1578,39.0,12,99999,Gadsden County,METRO45220M45220,"Tallahassee, FL HUD Metro FMR Area",Gadsden County,46389.0,FL,Supermarket Type1,1,0.5143171204251547
121,1204799999,643,519,533,801,940,47.0,12,99999,Hamilton County,NCNTY12047N12047,"Hamilton County, FL",Hamilton County,14799.0,FL,Supermarket Type1,0,0.16013064833497423
122,1205199999,757,556,560,998,1151,51.0,12,99999,Hendry County,NCNTY12051N12051,"Hendry County, FL",Hendry County,39140.0,FL,Supermarket Type2,0,0.4171395116235674
123,1205399999,959,610,765,1280,1533,53.0,12,99999,Hernando County,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",Hernando County,172778.0,FL,Supermarket Type2,1,0.7330396628515444
124,1205599999,726,571,575,1070,1073,55.0,12,99999,Highlands County,NCNTY12055N12055,"Highlands County, FL",Highlands County,98786.0,FL,Supermarket Type1,1,0.7879017095477623
125,1206199999,821,532,659,1104,1109,61.0,12,99999,Indian River County,METRO42680M42680,"Sebastian-Vero Beach, FL MSA",Indian River County,138028.0,FL,Grocery Store,1,0.7093597490964962
126,1206999999,997,707,836,1330,1608,69.0,12,99999,Lake County,METRO36740M36740,"Orlando-Kissimmee-Sanford, FL MSA",Lake County,297052.0,FL,Supermarket Type1,1,0.6916146218859434
127,1207399999,905,705,749,1160,1578,73.0,12,99999,Leon County,METRO45220M45220,"Tallahassee, FL HUD Metro FMR Area",Leon County,275487.0,FL,Supermarket Type1,1,0.6627959737287132
128,1207599999,657,531,542,915,1164,75.0,12,99999,Levy County,NCNTY12075N12075,"Levy County, FL",Levy County,40801.0,FL,Supermarket Type2,0,0.2672934494648806
129,1207799999,643,519,533,948,951,77.0,12,99999,Liberty County,NCNTY12077N12077,"Liberty County, FL",Liberty County,8365.0,FL,Supermarket Type3,0,0.17731920267119497
130,1208599999,939,684,758,1291,1522,85.0,12,99999,Martin County,METRO38940M38940,"Port St. Lucie, FL MSA",Martin County,146318.0,FL,Grocery Store,1,0.6757276366667384
131,1209399999,692,508,511,862,925,93.0,12,99999,Okeechobee County,NCNTY12093N12093,"Okeechobee County, FL",Okeechobee County,39996.0,FL,Grocery Store,0,0.30618145643400263
132,1210599999,830,637,641,1126,1370,105.0,12,99999,Polk County,METRO29460M29460,"Lakeland-Winter Haven, FL MSA",Polk County,602095.0,FL,Supermarket Type1,1,0.7316861360259967
133,1211599999,960,675,750,1286,1511,115.0,12,99999,Sarasota County,METRO35840M35840,"North Port-Bradenton-Sarasota, FL MSA",Sarasota County,379448.0,FL,Supermarket Type1,1,0.7509691444799049
134,1211799999,997,707,836,1330,1608,117.0,12,99999,Seminole County,METRO36740M36740,"Orlando-Kissimmee-Sanford, FL MSA",Seminole County,422718.0,FL,Supermarket Type1,1,0.7162220015461869
135,1211999999,786,635,663,1158,1240,119.0,12,99999,Sumter County,NCNTY12119N12119,"Sumter County, FL",Sumter County,93420.0,FL,Grocery Store,1,0.6570395513241487
136,1212199999,643,383,475,923,927,121.0,12,99999,Suwannee County,NCNTY12121N12121,"Suwannee County, FL",Suwannee County,41551.0,FL,Supermarket Type1,0,0.34067300878516055
137,1212599999,643,472,475,834,860,125.0,12,99999,Union County,NCNTY12125N12125,"Union County, FL",Union County,15535.0,FL,Supermarket Type1,0,0.14547207958110317
138,1213399999,643,472,475,852,905,133.0,12,99999,Washington County,NCNTY12133N12133,"Washington County, FL",Washington County,24896.0,FL,Grocery Store,0,0.23397019106026715
139,1300999999,687,470,541,891,918,9.0,13,99999,Baldwin County,NCNTY13009N13009,"Baldwin County, GA",Baldwin County,45720.0,GA,Grocery Store,0,0.41510746469869225
140,1301999999,586,430,433,730,1025,19.0,13,99999,Berrien County,NCNTY13019N13019,"Berrien County, GA",Berrien County,19286.0,GA,Supermarket Type3,0,0.1224609634259791
141,1302799999,735,588,591,942,1121,27.0,13,99999,Brooks County,METRO46660M46660,"Valdosta, GA MSA",Brooks County,16243.0,GA,Grocery Store,0,0.3166638688286158
142,1302999999,922,633,778,1230,1459,29.0,13,99999,Bryan County,METRO42340M42340,"Savannah, GA MSA",Bryan County,30233.0,GA,Supermarket Type1,1,0.7291451333970025
143,1303399999,728,541,610,990,1226,33.0,13,99999,Burke County,METRO12260M12260,"Augusta-Richmond County, GA-SC MSA",Burke County,23316.0,GA,Supermarket Type1,1,0.7688038919217403
144,1304399999,586,430,433,730,884,43.0,13,99999,Candler County,NCNTY13043N13043,"Candler County, GA",Candler County,10998.0,GA,Supermarket Type1,0,0.15225545607381674
145,1306199999,614,482,485,765,930,61.0,13,99999,Clay County,NCNTY13061N13061,"Clay County, GA",Clay County,3183.0,GA,Supermarket Type1,0,0.2148013295372985
